,key,value,name
1418,Ingredients,"Vitamin C Amt Per Serving:290 mg % Daily Value :480%,Vitamin D3 Amt Per Serving:115 IU % Daily Value :30%,Calcium (elemental from calcium gluconate),Amt Per Serving:230 mg % Daily Value :20%,Magnesium (elemental from magnesium citrate),Amt Per Serving:350 mg % Daily Value :87%,Potassium (elemental from potassium citrate),Amt Per Serving:115 mg % Daily Value :2%,Boron (elemental from boron citrate),Amt Per Serving:290 mcg % Daily Value :N/A,Daily value not established.,Other Ingredients: Calcium gluconate,a proprietary blend of citric acid and magnesium carbonate-which,in combination with water,creates ionic magnesium citrate-ascorbic acid,potassium citrate,vitamin D3 and boron citrate.",Natural Vitality Natural Calm Plus Calcium Diet Supplement
1419,Ingredients,Not available,Red Raspberry Hearts - 10 lbs bulk
1422,Ingredients,Pearl Sugar.,"Lars Own Pearl Sugar, Belgian"
1424,Ingredients,"Red Bush is Carefully Blended with Orange Peel,Cranberry and Orange Flavors.",Harney & Sons Fine Teas African Autumn Tin - 20 Sachets
1425,Ingredients,"Carbonated Water,Sugar,Natural Flavors,Citric Acid,Sodium Benzoate (As Preservative),Yellow 5,Yellow 6.","Jarritos Mango Soda, 1.58 qt"
1426,Ingredients,Hand Plucked Chinese Green Tea is Carefully Blended with Flowers and Citrus.,Harney and Sons Chinese Flower
1427,Ingredients,"Salt,Onion,Chili Peppers,Sugar,Tomato,Spices,Garlic,Paprika (Color),Natural Flavors,Cayenne Pepper,Chili Pepper Extractives and Less than 2 Silicon Dioxide to Prevent Caking.",Weber Marinade 1.12 Oz.
1428,Ingredients,"Carbonated Water,Caramel Color,Aspartame,Phosphoric Acid,Natural And Artificial Flavors,Sodium Benzoate (Preservative),Caffeine.","Diet Dr Pepper, 12 Fl Oz, 20 Pack"
1429,Ingredients,"Carbonated Water,Potassium Phosphate,Magnesium Sulfate,Potassium Bicarbonate.","Seagram's Club Soda, 33.8 Fl Oz"
1431,Ingredients,"Carbonated Water,Aspertame,Citric Acid,Caramel Color,Sodium Benzoate (Preservative),Natural And Artificial Flavors,Potassium Citrate.",Ginger Soda
1432,Ingredients,"Manzanilla Olives,Water,Salt and Lactic Acid.","Reese Olives, Pitted, Cocktail"
1434,Ingredients,"Carbonated Water,High Fructose Corn Syrup,Caramel Color,Phosphoric Acid,Natural And Artificial Flavors,Sodium Benzoate (Preservative),Caffeine.","Dr Pepper, 12 Fl Oz, 20 Pack"
1435,Ingredients,"Sugar,Carnauba Wax,Confectioner's Glaze,Blue 1 Lake.",Decorating Decors
1436,Ingredients,100 Whole Grain Stone Ground White Corn Meal.,"Hodgson Mill Corn Meal, White, Old Fashioned"
1437,Ingredients,"Filtered Carbonated Water,High Fructose Corn Syrup,Citric Acid,Potassium Citrate,Natural Flavors,Calcium Disodium Edta (to Protect Flavor),.",Soda 7 Up
1441,Ingredients,"Carbonated Water,High Fructose Corn Syrup,Citric Acid,Sodium Benzoate (Preservative),Acacia Gum,Natural and Artificial Flavors,Ester Gum,Red 40,Brominated Vegetable Oil.","Sunkist Fruit Punch Soda, 20 Fl Oz"
1442,Ingredients,Vinegar and Grape Must from Sun Dried Grapes.,Terra Medi Greek Balsamic Vinegar - 17 Oz
1444,Ingredients,"Chinese Sencha Green Tea,Lung Ching,Pai Mu Tan White Tea,Papaya Bits,Pineapple Bits,Rose Petals,Strawberry Bits.",Tiesta Tea Fruity Pebbles Green Tea
1446,Ingredients,"Carbonated Water,Organic Agave Syrup,Organic Natural Blackberry,Organic Natural Color,Citric Acid,Organic Natural Lime,Organic Natural Spearmint,Natural Blackberry Flavor.","Sipp Soda, Organic, Mojo Berry, Caffeine Free"
1447,Ingredients,"Carbonated Water,High Fructose Corn Syrup,Citric Acid,Natural Flavors,Sodium Citrate,Sodium Benzoate (to Protect Taste),.",Soda Lemon-lime
1448,Ingredients,"Organic Pear Puree,Water,Organic Raspberry Puree,Organic Purple Carrot Juice Concentrate,Lemon Juice Concentrate,Ascorbic Acid (Vitamin C),Citric Acid.","Happy Baby Simple Combos Pear, Raspberry & Purple Carrot Organic Baby Food, 3.5 Oz (pack of 8)"
1449,Ingredients,"Carbonated Water,Caramel Color,Aspartame,Phosphoric Acid,Natural And Artificial Flavors,Sodium Benzoate (Preservative),Caffeine.","Diet Dr Pepper, 12 Fl Oz, 8 Pack"
1451,Ingredients,"Carbonated Water,High Fructose Corn Syrup,Citric Acid,Sodium Benzoate (Preservative),Natural And Artificial Flavors,Red 40,Yellow 5.",Soda Cherry Limeade
1452,Ingredients,"Carbonated Water,High Fructose Corn Syrup,Citric Acid,Sodium Benzoate (Preservative),Food Starch-Modified,Natural Flavors,Caffeine,Ester Gum,Ascorbic Acid (Preservative),Yellow 6,Red 40.","Sunkist Orange Soda, 12 Fl Oz, 6 Pack"
1453,Ingredients,"Jalapeno Peppers,Water,Carrot,Onion,Vinegar,Iodized Salt and Spices.","La Costena Pickled Jalapeno Peppers, Green, 82.08 Ounce"
1455,Ingredients,Coffee bean,"Elite Roasted _ Ground Turkish Coffee Aladin, 7.0 OZ"
1459,Ingredients,"100% Roasted Coffee.,100 Roasted Coffee. 100 premium coffee,no additives,gluten free,calorie free,No sugar needed,gives you all of the coffee flavor without the bitterness which is why you don't need sugar,7 times more antioxidants than green tea and 5 times more antioxidants than other coffee,70 less acidity compared to other leading coffees,which makes Puroast ideal for people with chronic heartburn,ulcers or acid reflux,Great tasting coffee any time of the day","Puroast Coffee Half Caff House Blend Ground Coffee, 40 oz"
1460,Ingredients,"CORNSTARCH,SUGAR,DEXTROSE,MODIFIED TAPIOCA STARCH,FUMARIC ACID (FOR TARTNESS),CONTAINS LESS THAN 2% OF SALT,HYDROGENATED VEGETABLE OIL,NATURAL FLAVOR,YELLOW 5,YELLOW 6,BHA.","Jell-O Cook and Serve Pudding and Pie Filling, Lemon, 4.3-Ounce Boxes"
1464,Ingredients,"100% Pure Coffee.,100 Pure Coffee.","Folgers Black Silk Dark Roast Ground Coffee, 10.3 oz"
1465,Ingredients,"CARBONATED WATER,ASPARTAME,CITRIC ACID,CARAMEL COLOR,SODIUM BENZOATE (PRESERVATIVE),NATURAL AND ARTIFICIAL FLAVORS,POTASSIUM CITRATE,Carbonated Water,Aspartame,Citric Acid,Caramel Color,Sodium Benzoate (Preservative),Natural and Artificial Flavors,Potassium Citrate.","Diet Vernors Ginger Soda, 12 fl oz"
1468,Ingredients,"Amarena Cherries,Sugar,High Fructose Corn Syrup,Amarena Juice,Grape Color Extract,Citric Acid,Artificial Flavors,Sulfur Dioxide !(As A Preservative),.","Roland Foods Amarena Cherries in Syrup, 109 Ounce"
1469,Ingredients,"Carbonated Water,High Fructose Corn Syrup,Citric Acid,Sodium Benzoate (Preservative),Natural Flavors,Caramel Color.","Canada Dry Ginger Ale, 12 fl oz"
1470,Ingredients,"Carbonated Water (Water, Carbon Dioxide),Natural Sugar,Citric Acid,Natural And Artificial Flavors,Caramel Color,Sodium Benzoate (As Preservative),And Red 40.","Jarritos Fruit Punch Soda, 1.58 qt"
1471,Ingredients,"Carbonated Water,High Fructose Corn Syrup,Citric Acid,Natural Flavors,Sodium Citrate,Sodium Benzoate (to protect taste),.","Sprite, 2 Liter Bottle"
1472,Ingredients,Rye.,"Bobs Red Mill Unbleached Rye Flour, Light, 22 Oz"
1474,Ingredients,"100% Organic Whole Grain Rye Flour.,100 Organic Whole Grain Rye Flour.","Hodgson Mill Organic Rye Flour, 30 Ounce"
1475,Ingredients,"Sugar,Food Starch Modified,Tetrasodium Pyrophosphate,contains 2% or less of the following: Disodium Phosphate,Salt,Artificial Flavor,Calcium Sulfate,Aspartame*,Acesulfame Potassium,Mono-and Diglycerides,Partially Hydrogenated Cottonseed Oil with Citric Acid and TBHQ Added to preserve freshness,Yellow 5,Yellow 6.,Contains 2 or Less of the Following: Disodium Phosphate,Aspartame (Phenylketonurics: Contains Phenylalanine),Mono- and Diglycerides,Partially Hydrogenated Cottonseed Oil with Citric Acid and TBHQ Added to Preserve Freshness","ROYAL Instant Pudding, Vanilla, 1.8 Oz"
1476,Ingredients,"Natural Ingredients:Rosehips,Orange Peel,Lemongrass,Hibiscus,Safflower,Mango Flavor,Licorice Root,Citric Acid,Passionfruit Flavor.,ROSEHIPS,ORANGE PEEL,LEMONGRASS,HIBISCUS,SAFFLOWER,NATURAL MANGO FLAVOR,LICORICE ROOT,CITRIC ACID,NATURAL PASSIONFRUIT FLAVOR.",Stash Mango Passionfruit Caffeine Free Herbal Tea Bags 20 Ct
1478,Ingredients,"Enriched Yellow Corn Meal (Corn Meal,Iron,Niacin,Thiamine Mononitrate,Riboflavin,Folic Acid),Salt,Spices (including Red Pepper),Citric Acid,Monosodium Glutamate (Flavor Enhancer),Garlic,Corn Maltodextrin,Onion,Lemon Puree,and Lemon Juice.","Zatarain's Fish-Fri Seafood Breading Mix, Crispy Southern, 10 Oz"
1487,Ingredients,"Alcohol,Water,and Oil of Anise.","McCormick Pure Anise Extract, 1 Fl oz"
1491,Ingredients,100% Pure Coffee.,"Maxwell House Coffee Instant Coffee, 4 Oz"
1492,Ingredients,Instant and Microground Coffee.,Starbucks�� VIA�� Instant House Blend Instant Coffee 8 ct Box
1494,Ingredients,"Water,Sugar,Dextrose,#1 Mustard Seed,Honey,Vinegar,Salt,Modified Tapioca Starch,Titanium Dioxide (For Color),Spices,Caramel Color,Garlic Powder,Yellow #5,Natural Flavor.","Billy Bee Squeeze Honey Mustard, 12 Ounce"
1495,Ingredients,"Peaches,Peach Juice,Pears,Grapes,Pineapple,Pear Concentrate,Colored Cherries,Water,Natural Flavor.",Del Monte Chunky Mixed Fruit in 100% Real Fruit Juice - 15 oz
1499,Ingredients,"Carbonated Water,Caramel Color,Natural Flavor,Phosphoric Acid,Aspartame,Citric Acid,Potassium Citrate,Caffeine,Potassium Sorbate (Preserves Freshness),Acesulfame Potassium.","Diet Pepsi Lime Cola, 12 Fl Oz, 12-pack"
1500,Ingredients,"Sugar,Artificial Color,Confectioner's Glaze,Carnauba Wax,Blue 1,Red 3,Yellow 5,Blue 1 Lake,Yellow 6,Red 40 Lake.",Cake Mate Decorating Cupcake Gems - Pearlescent Sugar - 1.75 Oz - Case of 6
1501,Ingredients,"Fava Beans,Water,Salt,Disodium EDTA.",***discontinued***bean Fava Lrg -pack of 6
1502,Ingredients,"Filtered Carbonated Water,High Fructose Corn Syrup,And Less Than 2 of Natural Flavors,Citric Acid,Potassium Citrate,Calcium Disodium Edta (to Protect Flavor),.","7up, 8 Fl Oz, 6 Pack"
1503,Ingredients,"Peppers,Water,Distilled Vinegar,Sea Salt,Garlic,Dill Seed,Sodium Bisulfite Added as a Color Stabilizer,FD&C Yellow 5.",Mezzetta Pepperoncini Grlc & Dill
1504,Ingredients,100 Pure Coffee.,Folgers Simply Smooth Coffee
1506,Ingredients,100% Organic Whole Grain Stone Ground Yellow Corn Meal.,Hodgson Mill Corn Meal Yellow Org Gf
1508,Ingredients,"Sugar,Corn Syrup,Lactic Acid,Artificial Flavor,Glycerine,Artificial Colors (FDC Yellow 5, Blue 1 Titanium Dioxide),.","! Candy Pop, Green Apple, 0.53 oz (15 g)"
1510,Ingredients,"Carbonated Water,High Fructose Corn Syrup,Citric Acid,Sodium Benzoate (Preservative),Acacia Gum,Natural and Artificial Flavors,Ester Gum,Red 40,Brominated Vegetable Oil.","Sunkist Fruit Punch Soda, 2 L"
1511,Ingredients,"Filtered Carbonated Water,High Fructose Corn Syrup,Citric Acid,Potassium Citrate,Natural Flavors,Calcium Disodium Edta (to Protect Flavor),.","7up, 1 L"
1512,Ingredients,"Carbonated Water,Caramel Color,Aspartame,Phosphoric Acid,Potassium Benzoate (to protect taste),Natural Flavors,Citric Acid,Phenylketonurics: Contains Phenylalanine,Phenylalanine",Coke Diet Caffeine Free
1513,Ingredients,"Rice,Sugar,Corn Syrup,Canola and/or Sunower Oil,Contains 2 or Less of: Salt,Natural and Articial Flavor,Blue 1,Red 40,Yellow 6,Yellow 5.Vitamins Minerals: Vitamin B1 (Thiamin Mononitrate),Vitamin B2 (Riboavin),Niacin (Niacinamide),Vitamin B6 (Pyridoxine Hydrochloride),Folic Acid,Vitamin B12,Vitamin A Palmitate,Vitamin D,Reduced Iron,Zinc (Zinc Oxide),.","Crest 3d White Vivid Anticavity Teeth Whitening Radiant Mint Toothpaste 5.8oz, 4"
1514,Ingredients,"Carbonated Water,Caramel Color,Phosphoric Acid,Sucralose,Citric Acid,Potassium Benzoate (Preservative),Acesulfame Potassium,Natural Flavors,Acacia Gum,Potassium Citrate.",Cola
1515,Ingredients,"Carbonated Water,High Fructose Corn Syrup,Caramel Color,Sodium Benzoate (Preservative),Natural and Artificial Flavors,Aspartame,Acesulfame Potassium,Malic Acid,Quillaia Extract.","A&w Ten Root Beer, 20 Fl Oz"
1516,Ingredients,"Proprietary Organic Blend: Organic Krishna Tulsi (Leaf),Organic Ginger (Rhizome),Organic Turmeric (Rhizome),Organic Phyllanthus (Whole Plant),Organic Andrographis (Whole Plant),Katuki (Stem).",Organic India Tulsi Cleanse Herbal Supplement Infusion Bags - 18 CT
1520,Ingredients,"Chicken,Chicken Broth,Beef,Sunflower Seed Oil,Tricalcium Phosphate,Guar Gum,Calcium Lactate,Xanthan Gum,Choline Chloride,Salt,Potassium Chloride,Taurine,Zinc Sulfate,Magnesium Sulfate,Ferrous Sulfate,Thiamine Mononitrate,Niacin,Vitamin E Supplement,Calcium Pantothenate,Vitamin A Supplement,Manganese Sulfate,Copper Sulfate,Riboflavin Supplement,Pyridoxine Hydrochloride,Potassium Iodide,Folic Acid,Menadione Sodium Bisulfite Complex (source of Vitamin K Activity),Biotin,Vitamin B-12.","Purely Fancy Feast Natural White Meat Chicken _ Shredded Beef Entree, 2.0 OZ"
1522,Ingredients,"Kalamata Olives,Water,Salt,Red Wine Vinegar,Extra Virgin Olive Oil,Sunflower Oil.","Roland Kalamata Olves, Pitted, 5LB (2.27kg)"
1523,Ingredients,"Sodium Acid Pyrophosphate,Sodium Bicarbonate,Corn Starch and Monocalcium Phosphate.","Argo Baking Powder, 60 Ounce"
1527,Ingredients,100% XYLITOL.,Xyla All Natural Sweetener Packets  - 100 CT
1528,Ingredients,Organic Evaporated Cane Juice.,"Hain Pure Foods Organic Sugar, 24 Oz"
1532,Ingredients,100% Premium Coffee.,Melitta Coffee
1533,Ingredients,100% Pure Coffee.,"Folgers Classic Decaf Instant Coffee, 2 Oz"
1535,Ingredients,100% High Grown Arabica Coffee.,"Melitta Cafe De Europa Caramel Macchiato Coffee, 10.5 OZ"
1537,Ingredients,"Carbonated Water,High Fructose Corn Syrup,Natural and Artificial Flavors,Citric Acid,Sodium Benzoate (Preservative),and Artificial Colors (FD&C Red 40,FD&C Yellow 5,FD&C Blue 1).","Colombiana La Nuestra Soda, 2 Lt"
1538,Ingredients,"Organic Crystalized Cane Juice,Organic Tapioca Syrup,Natural Peppermint Oil,Organic Mint Leaves,Organic Vermont Maple Syrup,Agar,Gum Tragacanth,Pure Vermont Spring Water.","VerMints All Natural PepperMints, 1.41 Ounce Tins"
1540,Ingredients,Organic Dried Cane Syrup.,Woodstock Organic Turbinado Sugar 16 oz - Vegan
1545,Ingredients,"100% Arabica Coffee Naturally and Artificially Flavored.,100 Arabica Coffee Naturally and Artificially Flavored.","New England Coffee Cinnamon Hazelnut Medium Roasted Freshly Ground, 11.0 OZ"
1548,Ingredients,"Cane Sugar,Glucose,Gum Base (Chicle,Calcium Carbonate,Candelilla Wax,Dehydrated Citrus Peels),Brown Rice Syrup,Natural Cinnamon Flavor,Gum Arabic,Paprika for Color,Resinous Glaze,Beeswax and Carnauba Wax.","Glee Gum Chewing Gum, Cinnamon"
1549,Ingredients,Extra Virgin Olive Oil,"Bertolli Extra Virgin Olive Oil, 8.5 fl oz"
1550,Ingredients,Olive Oil,"Mazola Pure Olive Oil, 17 fl oz"
1552,Ingredients,"White Rice Flour,Potato Starch,Tapioca Starch,Pea Hull Fiber,Acacia Gum,Rice Protein.",Glutino® Gluten Free Pantry™ All Purpose Flour 16 oz. Box
1559,Ingredients,"Whole Grain Millet Flour,Whole Grain Sorghum Flour,Whole Grain Brown Rice Flour,Xanthan Gum. All Ingredients Are By Nature Gluten Free.",Hodgson Mill Multi Purpose Baking Mix 12 OZ (Pack of 18)
1565,Ingredients,"Potatoes,safflower and/or sunflower and/or canola oil,maltodextrin,sea salt,white distilled vinegar,citric acid",Sea Salt and Vinegar Real Sliced Potatoes
1566,Ingredients,Certified organic dried Goji berries (Lycium barbarum),Organic Goji Berries
1570,Ingredients,"Organic Agave Inulin,Organic Reb A (Stevia Extract),Natural Flavor.",Organic Stevia Sweetener 80 Pkts
1571,Ingredients,"Organic cane sugar,organic garlic,sea salt,organic onion,organic maltodextrin,organic red pepper,organic black pepper,xanthan gum,organic lemon peel,organic basil,organic oregano,organic thyme",Simply Organic Salad Dressing Mix
1572,Ingredients,"Carbonated Water,Caramel Color,Aspartame,Phosphoric Acid,Natural And Artificial Flavors,Sodium Benzoate (Preservative),Caffeine. Phenylketonurics: Contains Phenylalanine.",Diet Soda 42.2
1573,Ingredients,Olive Oil,"Rachael Ray Stock-in-a-box: Evoo Olive Oil, 17 Fl Oz"
1574,Ingredients,Arabica Coffee with Natural and Artificial Flavors.,"Eight O'clock Coffee Chocolate Mint Ground Coffee, 11 Oz"
1575,Ingredients,fried noodles,12 Nisshin Don Hyoe Tokusakari Fried Noodles 144g ~
1577,Ingredients,"Organic Pears,Organic Raspberries,Ascorbic Acid (Vitamin C),Citric Acid",Earths Best Strained Pear Raspbry Org
1578,Ingredients,"Carbonated Water,High Fructose Corn Syrup And/Or Sugar,Citric Acid,Sodium Benzoate (Preservative),Natural Flavors,Red 40 And Blue 1.","Seagram's Raspberry Ginger Ale, 2 L"
1579,Ingredients,"Carbonated Water,High Fructose Corn Syrup,Caramel Color,Sugar,Phosphoric Acid,Sodium Citrate,Natural Flavor,Caffeine,Potassium Sorbate (preserves freshness),Sucralose,Citric Acid,Acesulfame Potassium.","Pepsi Next Cola, 12 Fl Oz"
1582,Ingredients,"Carbonated Water,High Fructose Corn Syrup,Malic Acid,Natural And Artificial Flavor,Caramel Color,Sodium Benzoate (Preserves Freshness),Calcium Disodium Edta (to Protect Flavor),.",Manzanita Sol Apple (12 - 12 Fluid Ounce) 144 Fluid Ounce 12 Pack Aluminum Can
1584,Ingredients,"Sugar,Tapioca Starch,Citric Acid,Glycerine,Artificial Flavor,Red #40 And Blue #1.","Junket Raspberry Danish Dessert, 4.75oz"
1585,Ingredients,"Carbonated Water,Citric Acid,Sodium Citrate,Sodium Benzoate (Preservative),Malic Acid,Aspartame,Caramel Color,Natural Flavors,Acesulfame Potassium,Calcium Disodium EDTA (to preserve flavor),.","Diet Canada Dry Ginger Ale, 12 Fl Oz, 6 Pack"
1586,Ingredients,"Carbonated Water,High Fructose Corn Syrup,Citric Acid,Sodium Benzoate (Preservative),Modified Food Starch,Natural Flavors,Caffeine,Ester Gum,Yellow 6,Red 40.","Sunkist Orange Soda, 1 L"
1587,Ingredients,"Carbonated Water,High Fructose Corn Syrup,Concentrated Orange Juice,Citric Acid,Natural Flavor,Sodium Benzoate (Preserves Freshness),Caffeine,Sodium Citrate,Erythorbic Acid (Preserves Freshness),Gum Arabic,Calcium Disodium EDTA (to Protect Flavor),Brominated Vegetable Oil,Yellow 5.",Mtn Dew Soda16 Fl. Oz. Bottle
1588,Ingredients,"Carbonated Water,Caramel Color,Phosphoric Acid,Aspartame,Potassium Benzoate (Preserves Freshness),Caffeine,Natural Flavor,Acesulfame Potassium,Citric Acid,Calcium Disodium EDTA (to Protect Flavor),Panax Ginseng Extract.",Cola Invigorating Diet
1589,Ingredients,"Carbonated Water,Concentrated Orange Juice,Citric Acid,Natural Flavor,Citrus Pectin,Potassium Benzoate (Preserves Freshness),Aspartame,Potassium Citrate,Caffeine,Sodium Citrate,Acesulfame Potassium,Sucralose,Gum Arabic,Sodium Benzoate (Preserves Freshness),Calcium Disodium EDTA (To Protect Flavor),Brominated Vegetable Oil,Yellow 5. Phenylketonurics Contains Phenylalanine.",Diet Mtn Dew Soda 2 Liter Plastic Bottle
1590,Ingredients,"Organic Darjeeling Black Tea (Fair Trade Certified),.",Choice Organic Teas Darjeeling Tea - 16 Tea Bags - Case of 6
1591,Ingredients,"Carbonated Water,High Fructose Corn Syrup,Caramel Color,Sodium Benzoate (preserves freshness),Citric Acid,Natural and Artificial Flavors,Modified Food Starch,Calcium Disodium EDTA (to protect flavor),Quillaia Extract.",Root Beer
1593,Ingredients,"Filtered Water,High Fructose Corn Syrup (Glucose -Fructose Syrup),Orange Juice from Concentrate,Natural Orange Flavor,Citric Acid,Vitamin C,Gum Acacia,Annatto for Color,Beta Carotene for Color.","Arizona Orangeade, 23.0 Fl Oz"
1596,Ingredients,fried noodles,Marutai Nagasaki-style Sauce Dish Udon 108gx20 Pieces
1597,Ingredients,"Carbonated Water,Citric Acid,Malic Acid,Potassium Benzoate (Preservative),Sodium Citrate,Aspartame,Natural Flavors,Acacia Gum,Acesulfame Potassium,Ester Gum,Yellow 6,Red 40.","Diet Crush Orange Soda, 20 Fl Oz"
1602,Ingredients,"Carbonated Water,High Fructose Corn Syrup,Caramel Color,Sugar,Phosphoric Acid,Citric Acid,Natural Flavor.",Caffeine Free Pepsi�� 12 Pack 12 Fl. Oz. Cans
1603,Ingredients,"Carbonated Water And Contains Less Than 2 of: Citric Acid,Orange Juice Concentrate,Aspartame,Sodium Citrate,Sodium Benzoate (Preservative),Salt,Caffeine,Natural Flavors,Acacia Gum,Yellow 5,Ester Gum,Brominated Vegetable Oil.",Soda Diet Citrus
1604,Ingredients,"Carbonated Water,High Fructose Corn Syrup,Caramel Color,Phosphoric Acid,Natural and Artificial Flavors,Sodium Benzoate (Preservative),.","Caffeine Free Dr Pepper, 2 L"
